"filename", "language", "Dart", "C++", "JSON", "Markdown", "YAML", "Swift", "Ruby", "Groovy", "Properties", "XML", "HTML", "comment", "blank", "total"
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 16, 6, 60
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\web\manifest.json", "JSON", 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 27
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\flutter\generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\runner\flutter_window.cpp", "C++", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 72
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\runner\flutter_window.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\runner\main.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\runner\resource.h", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\runner\utils.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\runner\utils.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\runner\win32_window.cpp", "C++", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"c:\Users\Chris Milner\Dev\Code\Flutter\unearthed\windows\runner\win32_window.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 10744, 554, 389, 5, 75, 66, 65, 124, 8, 587, 38, 1454, 1285, 15394
